"","name","event","timeSecs","timeMins","country","country2","year","medal","city","sex","gdp","pop","age","height","weight","dist"
"441","wyomia tyus","100M Women",11,0.183333333333333,"USA","United States",1968,"G","Mexico","W",4.94e+12,206000000,23,172,61,100
"442","barbara ferrell","100M Women",11.1,0.185,"USA","United States",1968,"S","Mexico","W",4.94e+12,206000000,21,159,47,100
"443","irena kirszenstein","100M Women",11.1,0.185,"POL","Poland",1968,"B","Mexico","W",2.72e+11,32100000,22,176,60,100
"444","wilma rudolph","100M Women",11,0.183333333333333,"USA","United States",1960,"G","Rome","W",3.41e+12,187000000,20,180,59,100
"445","dorothy hyman","100M Women",11.3,0.188333333333333,"GBR","United Kingdom",1960,"S","Rome","W",6.76e+11,52400000,19,170,59,100
"446","giuseppina leone","100M Women",11.3,0.188333333333333,"ITA","Italy",1960,"B","Rome","W",4.63e+11,49700000,25,168,58,100
"447","marjorie jackson","100M Women",11.5,0.191666666666667,"AUS","Australia",1952,"G","Helsinki","W",1.02e+11,8620000,20,172,66,100
"448","shirley strickland","100M Women",11.9,0.198333333333333,"AUS","Australia",1952,"B","Helsinki","W",1.02e+11,8620000,26,172,57,100
"449","helen stephens","100M Women",11.5,0.191666666666667,"USA","United States",1936,"G","Berlin","W",1.29e+12,131000000,18,182,70,100
"450","stanislawa walasiewicz","100M Women",11.7,0.195,"POL","Poland",1936,"S","Berlin","W",9.74e+10,30400000,25,174,60,100
"451","elizabeth robinson","100M Women",12.2,0.203333333333333,"USA","United States",1928,"G","Amsterdam","W",1.29e+12,123000000,16,167,57,100
"452","shelly-ann fraser-pryce","100M Women",10.75,0.179166666666667,"JAM","Jamaica",2012,"G","London","W",2.32e+10,2840000,25,160,57,100
"453","carmelita jeter","100M Women",10.78,0.179666666666667,"USA","United States",2012,"S","London","W",1.61e+13,313000000,32,163,59,100
"454","veronica campbell-brown","100M Women",10.81,0.180166666666667,"JAM","Jamaica",2012,"B","London","W",2.32e+10,2840000,30,168,58,100
"455","yuliya nestsiarenka","100M Women",10.93,0.182166666666667,"BLR","Belarus",2004,"G","Athens","W",9.66e+10,9680000,25,176,62,100
"456","lauryn williams","100M Women",10.96,0.182666666666667,"USA","United States",2004,"S","Athens","W",1.44e+13,293000000,20,160,67,100
"457","veronica campbell-brown","100M Women",10.97,0.182833333333333,"JAM","Jamaica",2004,"B","Athens","W",2.3e+10,2730000,22,168,58,100
"458","gail devers","100M Women",10.94,0.182333333333333,"USA","United States",1996,"G","Atlanta","W",1.1e+13,269000000,29,160,55,100
"459","merlene ottey","100M Women",10.94,0.182333333333333,"JAM","Jamaica",1996,"S","Atlanta","W",2.21e+10,2560000,36,175,62,100
"460","gwen torrence","100M Women",10.96,0.182666666666667,"USA","United States",1996,"B","Atlanta","W",1.1e+13,269000000,31,170,57,100
"461","raelene ann boyle","100M Women",11.23,0.187166666666667,"AUS","Australia",1972,"S","Munich","W",2.62e+11,13300000,21,168,57,100
"462","silvia chivas baro","100M Women",11.24,0.187333333333333,"CUB","Cuba",1972,"B","Munich","W",9.09e+10,9030000,17,157,58,100
"463","wyomia tyus","100M Women",11.4,0.19,"USA","United States",1964,"G","Tokyo","W",4.07e+12,197000000,19,172,61,100
"464","edith mcguire","100M Women",11.6,0.193333333333333,"USA","United States",1964,"S","Tokyo","W",4.07e+12,197000000,20,173,59,100
"465","ewa klobukowska","100M Women",11.6,0.193333333333333,"POL","Poland",1964,"B","Tokyo","W",2.19e+11,31100000,18,170,60,100
"466","betty cuthbert","100M Women",11.5,0.191666666666667,"AUS","Australia",1956,"G","Melbourne / Stockholm","W",1.22e+11,9420000,18,169,57,100
"467","marlene mathews-willard","100M Women",11.7,0.195,"AUS","Australia",1956,"B","Melbourne / Stockholm","W",1.22e+11,9420000,22,170,64,100
"468","dorothy hall","100M Women",12.2,0.203333333333333,"GBR","United Kingdom",1948,"S","London","W",4.89e+11,50000000,21,165,51,100
"469","shirley strickland","100M Women",12.2,0.203333333333333,"AUS","Australia",1948,"B","London","W",8.58e+10,7750000,23,172,57,100
"470","stanislawa walasiewicz","100M Women",11.9,0.198333333333333,"POL","Poland",1932,"G","Los Angeles","W",9.47e+10,29000000,21,174,60,100
"471","hilda strike","100M Women",11.9,0.198333333333333,"CAN","Canada",1932,"S","Los Angeles","W",6.5e+10,10800000,21,159,48,100
"472","wilhelmina von bremen","100M Women",12,0.2,"USA","United States",1932,"B","Los Angeles","W",9.96e+11,128000000,22,182,68,100
"473","nancy jebet lagat","1500M Women",240.2,4.00333333333333,"KEN","Kenya",2008,"G","Beijing","W",7.6e+10,39100000,26,153,49,1500
"474","iryna lishchynska","1500M Women",241.6,4.02666666666667,"UKR","Ukraine",2008,"S","Beijing","W",4.04e+11,46200000,32,160,56,1500
"475","nataliya tobias","1500M Women",241.8,4.03,"UKR","Ukraine",2008,"B","Beijing","W",4.04e+11,46200000,27,160,48,1500
"476","violeta szekely","1500M Women",245.2,4.08666666666667,"ROU","Romania",2000,"S","Sydney","W",2.45e+11,22100000,35,169,52,1500
"477","gabriela szabo","1500M Women",245.3,4.08833333333333,"ROU","Romania",2000,"B","Sydney","W",2.45e+11,22100000,24,158,42,1500
"478","yunxia qu","1500M Women",237.1,3.95166666666667,"CHN","China",1992,"B","Barcelona","W",3.36e+12,1200000000,19,172,56,1500
"479","gabriella dorio","1500M Women",243.2,4.05333333333333,"ITA","Italy",1984,"G","Los Angeles","W",1.27e+12,56900000,27,168,55,1500
"480","doina melinte","1500M Women",243.8,4.06333333333333,"ROU","Romania",1984,"S","Los Angeles","W",3.47e+11,23000000,27,171,59,1500
"481","maricica puica","1500M Women",244.1,4.06833333333333,"ROU","Romania",1984,"B","Los Angeles","W",3.47e+11,23000000,34,168,54,1500
"482","gamze bulut","1500M Women",250.4,4.17333333333333,"TUR","Turkey",2012,"S","London","W",1.35e+12,74600000,19,166,48,1500
"483","maryam yusuf jamal","1500M Women",250.7,4.17833333333333,"BRN","Brunei",2012,"B","London","W",2.89e+10,400000,27,170,61,1500
"484","kelly holmes","1500M Women",237.9,3.965,"GBR","United Kingdom",2004,"G","Athens","W",2.07e+12,59900000,34,163,55,1500
"485","tatyana tomashova","1500M Women",238.1,3.96833333333333,"RUS","Russia",2004,"S","Athens","W",2.42e+12,144000000,29,164,50,1500
"486","maria cioncan","1500M Women",238.4,3.97333333333333,"ROU","Romania",2004,"B","Athens","W",3.06e+11,21600000,27,172,57,1500
"487","svetlana masterkova","1500M Women",240.8,4.01333333333333,"RUS","Russia",1996,"G","Atlanta","W",1.7e+12,148000000,28,168,50,1500
"488","gabriela szabo","1500M Women",241.5,4.025,"ROU","Romania",1996,"S","Atlanta","W",2.74e+11,22800000,20,158,42,1500
"489","theresia kiesl","1500M Women",243,4.05,"AUT","Austria",1996,"B","Atlanta","W",2.67e+11,8020000,32,172,60,1500
"490","paola pigni-cacchi","1500M Women",242.9,4.04833333333333,"ITA","Italy",1972,"B","Munich","W",8.47e+11,54300000,26,168,55,1500
"491","veronica campbell-brown","200M Women",21.74,0.362333333333333,"JAM","Jamaica",2008,"G","Beijing","W",2.41e+10,2790000,26,168,58,200
"492","allyson felix","200M Women",21.93,0.3655,"USA","United States",2008,"S","Beijing","W",1.54e+13,303000000,22,168,56,200
"493","kerron stewart","200M Women",22,0.366666666666667,"JAM","Jamaica",2008,"B","Beijing","W",2.41e+10,2790000,24,175,61,200
"494","beverly mcdonald","200M Women",22.35,0.3725,"JAM","Jamaica",2000,"B","Sydney","W",2.18e+10,2660000,30,169,59,200
"495","gwen torrence","200M Women",21.81,0.3635,"USA","United States",1992,"G","Barcelona","W",9.73e+12,257000000,27,170,57,200
"496","juliet cuthbert","200M Women",22.02,0.367,"JAM","Jamaica",1992,"S","Barcelona","W",2.16e+10,2470000,28,160,54,200
"497","merlene ottey","200M Women",22.09,0.368166666666667,"JAM","Jamaica",1992,"B","Barcelona","W",2.16e+10,2470000,32,175,62,200
"498","valerie brisco","200M Women",21.81,0.3635,"USA","United States",1984,"G","Los Angeles","W",7.77e+12,239000000,24,170,62,200
"499","florence griffith joyner","200M Women",22.04,0.367333333333333,"USA","United States",1984,"S","Los Angeles","W",7.77e+12,239000000,24,170,57,200
"500","merlene ottey","200M Women",22.09,0.368166666666667,"JAM","Jamaica",1984,"B","Los Angeles","W",1.69e+10,2310000,24,175,62,200
"501","irena kirszenstein","200M Women",22.5,0.375,"POL","Poland",1968,"G","Mexico","W",2.72e+11,32100000,22,176,60,200
"502","raelene ann boyle","200M Women",22.7,0.378333333333333,"AUS","Australia",1968,"S","Mexico","W",2.17e+11,12300000,17,168,57,200
"503","jennifer lamy","200M Women",22.8,0.38,"AUS","Australia",1968,"B","Mexico","W",2.17e+11,12300000,19,173,60,200
"504","wilma rudolph","200M Women",24,0.4,"USA","United States",1960,"G","Rome","W",3.41e+12,187000000,20,180,59,200
"505","dorothy hyman","200M Women",24.7,0.411666666666667,"GBR","United Kingdom",1960,"B","Rome","W",6.76e+11,52400000,19,170,59,200
"506","marjorie jackson","200M Women",23.7,0.395,"AUS","Australia",1952,"G","Helsinki","W",1.02e+11,8620000,20,172,66,200
"507","allyson felix","200M Women",21.88,0.364666666666667,"USA","United States",2012,"G","London","W",1.61e+13,313000000,26,168,56,200
"508","shelly-ann fraser-pryce","200M Women",22.09,0.368166666666667,"JAM","Jamaica",2012,"S","London","W",2.32e+10,2840000,25,160,57,200
"509","carmelita jeter","200M Women",22.14,0.369,"USA","United States",2012,"B","London","W",1.61e+13,313000000,32,163,59,200
"510","veronica campbell-brown","200M Women",22.05,0.3675,"JAM","Jamaica",2004,"G","Athens","W",2.3e+10,2730000,22,168,58,200
"511","allyson felix","200M Women",22.18,0.369666666666667,"USA","United States",2004,"S","Athens","W",1.44e+13,293000000,18,168,56,200
"512","marie-jos„É‚© p„É‚ârec","200M Women",22.12,0.368666666666667,"FRA","France",1996,"G","Atlanta","W",1.8e+12,58500000,28,180,60,200
"513","merlene ottey","200M Women",22.24,0.370666666666667,"JAM","Jamaica",1996,"S","Atlanta","W",2.21e+10,2560000,36,175,62,200
"514","merlene ottey","200M Women",22.2,0.37,"JAM","Jamaica",1980,"B","Moscow","W",1.56e+10,2160000,20,175,62,200
"515","raelene ann boyle","200M Women",22.45,0.374166666666667,"AUS","Australia",1972,"S","Munich","W",2.62e+11,13300000,21,168,57,200
"516","irena kirszenstein","200M Women",22.74,0.379,"POL","Poland",1972,"B","Munich","W",3.26e+11,33100000,26,176,60,200
"517","edith mcguire","200M Women",23,0.383333333333333,"USA","United States",1964,"G","Tokyo","W",4.07e+12,197000000,20,173,59,200
"518","irena kirszenstein","200M Women",23.1,0.385,"POL","Poland",1964,"S","Tokyo","W",2.19e+11,31100000,18,176,60,200
"519","marilyn black","200M Women",23.1,0.385,"AUS","Australia",1964,"B","Tokyo","W",1.75e+11,11100000,20,165,55,200
"520","betty cuthbert","200M Women",23.4,0.39,"AUS","Australia",1956,"G","Melbourne / Stockholm","W",1.22e+11,9420000,18,169,57,200
"521","marlene mathews-willard","200M Women",23.8,0.396666666666667,"AUS","Australia",1956,"B","Melbourne / Stockholm","W",1.22e+11,9420000,22,170,64,200
"522","audrey patterson","200M Women",25.2,0.42,"USA","United States",1948,"B","London","W",2.16e+12,150000000,21,170,51,200
"523","christine ohuruogu","400M Women",49.62,0.827,"GBR","United Kingdom",2008,"G","Beijing","W",2.21e+12,62100000,24,172,70,400
"524","shericka williams","400M Women",49.69,0.828166666666667,"JAM","Jamaica",2008,"S","Beijing","W",2.41e+10,2790000,22,170,64,400
"525","sanya richards-ross","400M Women",49.93,0.832166666666667,"USA","United States",2008,"B","Beijing","W",1.54e+13,303000000,23,173,62,400
"526","cathy freeman","400M Women",49.11,0.8185,"AUS","Australia",2000,"G","Sydney","W",6.61e+11,19100000,27,164,56,400
"527","lorraine fenton","400M Women",49.58,0.826333333333333,"JAM","Jamaica",2000,"S","Sydney","W",2.18e+10,2660000,27,174,59,400
"528","katharine merry","400M Women",49.72,0.828666666666667,"GBR","United Kingdom",2000,"B","Sydney","W",1.83e+12,59000000,25,173,62,400
"529","marie-jos„É‚© p„É‚ârec","400M Women",48.83,0.813833333333333,"FRA","France",1992,"G","Barcelona","W",1.74e+12,57500000,24,180,60,400
"530","ximena restrepo","400M Women",49.64,0.827333333333333,"COL","Colombia",1992,"B","Barcelona","W",2.73e+11,35600000,23,175,58,400
"531","valerie brisco","400M Women",48.83,0.813833333333333,"USA","United States",1984,"G","Los Angeles","W",7.77e+12,239000000,24,170,62,400
"532","chandra cheeseborough","400M Women",49.05,0.8175,"USA","United States",1984,"S","Los Angeles","W",7.77e+12,239000000,25,165,58,400
"533","kathryn smallwood-cook","400M Women",49.42,0.823666666666667,"GBR","United Kingdom",1984,"B","Los Angeles","W",1.16e+12,56400000,24,180,64,400
"534","irena kirszenstein","400M Women",49.29,0.8215,"POL","Poland",1976,"G","Montreal","W",3.98e+11,34300000,30,176,60,400
"535","colette besson","400M Women",52,0.866666666666667,"FRA","France",1968,"G","Mexico","W",8.54e+11,50100000,22,169,58,400
"536","lillian board","400M Women",52.1,0.868333333333333,"GBR","United Kingdom",1968,"S","Mexico","W",8.54e+11,55200000,19,168,60,400
"537","sanya richards-ross","400M Women",49.55,0.825833333333333,"USA","United States",2012,"G","London","W",1.61e+13,313000000,27,173,62,400
"538","christine ohuruogu","400M Women",49.7,0.828333333333333,"GBR","United Kingdom",2012,"S","London","W",2.18e+12,64300000,28,172,70,400
"539","deedee trotter","400M Women",49.72,0.828666666666667,"USA","United States",2012,"B","London","W",1.61e+13,313000000,29,178,64,400
"540","ana guevara","400M Women",49.56,0.826,"MEX","Mexico",2004,"S","Athens","W",1.58e+12,107000000,27,173,61,400
"541","natalya antyukh","400M Women",49.89,0.8315,"RUS","Russia",2004,"B","Athens","W",2.42e+12,144000000,23,182,69,400
"542","marie-jos„É‚© p„É‚ârec","400M Women",48.25,0.804166666666667,"FRA","France",1996,"G","Atlanta","W",1.8e+12,58500000,28,180,60,400
"543","cathy freeman","400M Women",48.63,0.8105,"AUS","Australia",1996,"S","Atlanta","W",5.65e+11,18300000,23,164,56,400
"544","kathleen hammond","400M Women",51.64,0.860666666666667,"USA","United States",1972,"B","Munich","W",5.5e+12,213000000,20,170,55,400
"545","betty cuthbert","400M Women",52,0.866666666666667,"AUS","Australia",1964,"G","Tokyo","W",1.75e+11,11100000,26,169,57,400
"546","ann packer","400M Women",52.2,0.87,"GBR","United Kingdom",1964,"S","Tokyo","W",7.68e+11,53900000,22,169,57,400
"547","judith florence amoore-pollock","400M Women",53.4,0.89,"AUS","Australia",1964,"B","Tokyo","W",1.75e+11,11100000,24,163,55,400
"548","tirunesh dibaba","5000M Women",941.4,15.69,"ETH","Ethiopia",2008,"G","Beijing","W",7.26e+10,83200000,23,166,50,5000
"549","elvan abeylegesse","5000M Women",942.7,15.7116666666667,"TUR","Turkey",2008,"S","Beijing","W",1.18e+12,70400000,25,159,40,5000
"550","meseret defar","5000M Women",944.1,15.735,"ETH","Ethiopia",2008,"B","Beijing","W",7.26e+10,83200000,24,159,42,5000
"551","gabriela szabo","5000M Women",880.8,14.68,"ROU","Romania",2000,"G","Sydney","W",2.45e+11,22100000,24,158,42,5000
"552","sonia o'sullivan","5000M Women",881,14.6833333333333,"IRL","Ireland",2000,"S","Sydney","W",1.41e+11,3850000,30,175,55,5000
"553","gete wami","5000M Women",882.2,14.7033333333333,"ETH","Ethiopia",2000,"B","Sydney","W",4.01e+10,66500000,25,152,42,5000
"554","meseret defar","5000M Women",904.3,15.0716666666667,"ETH","Ethiopia",2012,"G","London","W",1.06e+11,92400000,28,159,42,5000
"555","vivian jepkemoi cheruiyot","5000M Women",904.7,15.0783333333333,"KEN","Kenya",2012,"S","London","W",9.01e+10,43600000,28,153,40,5000
"556","tirunesh dibaba","5000M Women",905.2,15.0866666666667,"ETH","Ethiopia",2012,"B","London","W",1.06e+11,92400000,27,166,50,5000
"557","meseret defar","5000M Women",885.7,14.7616666666667,"ETH","Ethiopia",2004,"G","Athens","W",4.83e+10,74600000,20,159,42,5000
"558","isabella ochichi","5000M Women",888.2,14.8033333333333,"KEN","Kenya",2004,"S","Athens","W",6.21e+10,35100000,24,152,41,5000
"559","tirunesh dibaba","5000M Women",891.8,14.8633333333333,"ETH","Ethiopia",2004,"B","Athens","W",4.83e+10,74600000,19,166,50,5000
"560","junxia wang","5000M Women",899.9,14.9983333333333,"CHN","China",1996,"G","Atlanta","W",4.78e+12,1250000000,33,162,50,5000
"561","pauline konga","5000M Women",903.5,15.0583333333333,"KEN","Kenya",1996,"S","Atlanta","W",5.14e+10,28100000,26,158,43,5000
"562","roberta brunet","5000M Women",907.5,15.125,"ITA","Italy",1996,"B","Atlanta","W",1.74e+12,57200000,31,170,58,5000
"563","pamela jelimo","800M Women",114.9,1.915,"KEN","Kenya",2008,"G","Beijing","W",7.6e+10,39100000,18,175,60,800
"564","janeth jepkosgei busienei","800M Women",116.1,1.935,"KEN","Kenya",2008,"S","Beijing","W",7.6e+10,39100000,24,167,47,800
"565","hasna benhassi","800M Women",116.7,1.945,"MAR","Morocco",2008,"B","Beijing","W",1.9e+11,31600000,30,166,47,800
"566","maria mutola","800M Women",116.2,1.93666666666667,"MOZ","Mozambique",2000,"G","Sydney","W",9.12e+09,18100000,27,165,63,800
"567","stephanie graf","800M Women",116.6,1.94333333333333,"AUT","Austria",2000,"S","Sydney","W",3e+11,8070000,27,170,60,800
"568","kelly holmes","800M Women",116.8,1.94666666666667,"GBR","United Kingdom",2000,"B","Sydney","W",1.83e+12,59000000,30,163,55,800
"569","ana fidelia quirot","800M Women",116.8,1.94666666666667,"CUB","Cuba",1992,"B","Barcelona","W",1.14e+11,10700000,29,165,59,800
"570","doina melinte","800M Women",117.6,1.96,"ROU","Romania",1984,"G","Los Angeles","W",3.47e+11,23000000,27,171,59,800
"571","kim gallagher","800M Women",118.6,1.97666666666667,"USA","United States",1984,"S","Los Angeles","W",7.77e+12,239000000,20,165,47,800
"572","fita lovin","800M Women",118.8,1.98,"ROU","Romania",1984,"B","Los Angeles","W",3.47e+11,23000000,33,166,57,800
"573","madeline manning-jackson","800M Women",120.9,2.015,"USA","United States",1968,"G","Mexico","W",4.94e+12,206000000,20,175,75,800
"574","ileana silai","800M Women",122.5,2.04166666666667,"ROU","Romania",1968,"S","Mexico","W",1.98e+11,20100000,26,167,49,800
"575","brenda jones","800M Women",124.4,2.07333333333333,"AUS","Australia",1960,"S","Rome","W",1.44e+11,10300000,23,173,55,800
"576","mariya savinova","800M Women",116.2,1.93666666666667,"RUS","Russia",2012,"G","London","W",3.32e+12,143000000,26,172,60,800
"577","ekaterina poistogova","800M Women",117.5,1.95833333333333,"RUS","Russia",2012,"B","London","W",3.32e+12,143000000,21,175,65,800
"578","kelly holmes","800M Women",116.4,1.94,"GBR","United Kingdom",2004,"G","Athens","W",2.07e+12,59900000,34,163,55,800
"579","hasna benhassi","800M Women",116.4,1.94,"MAR","Morocco",2004,"S","Athens","W",1.6e+11,30200000,26,166,47,800
"580","svetlana masterkova","800M Women",117.7,1.96166666666667,"RUS","Russia",1996,"G","Atlanta","W",1.7e+12,148000000,28,168,50,800
"581","ana fidelia quirot","800M Women",118.1,1.96833333333333,"CUB","Cuba",1996,"S","Atlanta","W",1.1e+11,11000000,33,165,59,800
"582","maria mutola","800M Women",118.7,1.97833333333333,"MOZ","Mozambique",1996,"B","Atlanta","W",6.61e+09,16200000,23,165,63,800
"583","ann packer","800M Women",121.1,2.01833333333333,"GBR","United Kingdom",1964,"G","Tokyo","W",7.68e+11,53900000,22,169,57,800
"584","maryvonne dupureur","800M Women",121.9,2.03166666666667,"FRA","France",1964,"S","Tokyo","W",7.09e+11,48400000,27,167,58,800
"585","ann marise chamberlain","800M Women",122.8,2.04666666666667,"NZL","New Zealand",1964,"B","Tokyo","W",4.64e+10,2580000,28,169,55,800
